8.651585472448741E-15 1.022764654953757E-14 
3.106160863473912E-15 8.070094510306427E-14 
3.106160863473912E-15 8.070094510306427E-14 
8.651585472448741E-15 1.022764654953757E-14 
5.883092908099807E-15 2.1280340341596683E-14 
3.958625133276647E-15 4.702857408135193E-14 
3.958625133276647E-15 4.702857408135193E-14 
5.883092908099807E-15 2.1280340341596683E-14 
3.106160863473912E-15 8.070094510306427E-14 
8.651585472448741E-15 1.022764654953757E-14 
3.958625133276647E-15 4.702857408135193E-14 
5.883092908099807E-15 2.1280340341596683E-14 
8.651585472448741E-15 1.022764654953757E-14 
3.106160863473912E-15 8.070094510306427E-14 
3.958625133276647E-15 4.702857408135193E-14 
5.883092908099807E-15 2.1280340341596683E-14 
3.106160863473912E-15 8.070094510306427E-14 
8.651585472448741E-15 1.022764654953757E-14 
3.958625133276647E-15 4.702857408135193E-14 
5.883092908099807E-15 2.1280340341596683E-14 
8.651585472448741E-15 1.022764654953757E-14 
3.106160863473912E-15 8.070094510306427E-14 
3.958625133276647E-15 4.702857408135193E-14 
5.883092908099807E-15 2.1280340341596683E-14 
8.651585472448741E-15 1.022764654953757E-14 
3.106160863473912E-15 8.070094510306427E-14 
3.958625133276647E-15 4.702857408135193E-14 
5.883092908099807E-15 2.1280340341596683E-14 
8.651585472448741E-15 1.022764654953757E-14 
3.106160863473912E-15 8.070094510306427E-14 
3.958625133276647E-15 4.702857408135193E-14 
5.883092908099807E-15 2.1280340341596683E-14 
8.651585472448741E-15 1.022764654953757E-14 
3.106160863473912E-15 8.070094510306427E-14 
3.958625133276647E-15 4.702857408135193E-14 
5.883092908099807E-15 2.1280340341596683E-14 
8.651585472448741E-15 1.022764654953757E-14 
3.106160863473912E-15 8.070094510306427E-14 
3.958625133276647E-15 4.702857408135193E-14 
5.883092908099807E-15 2.1280340341596683E-14 
3.106160863473912E-15 8.070094510306427E-14 
8.651585472448741E-15 1.022764654953757E-14 
3.958625133276647E-15 4.702857408135193E-14 
5.883092908099807E-15 2.1280340341596683E-14 
8.651585472448741E-15 1.022764654953757E-14 
3.106160863473912E-15 8.070094510306427E-14 
3.958625133276647E-15 4.702857408135193E-14 
5.883092908099807E-15 2.1280340341596683E-14 
8.651585472448741E-15 1.022764654953757E-14 
3.106160863473912E-15 8.070094510306427E-14 
3.958625133276647E-15 4.702857408135193E-14 
5.883092908099807E-15 2.1280340341596683E-14 
8.651585472448741E-15 1.022764654953757E-14 
3.106160863473912E-15 8.070094510306427E-14 
3.958625133276647E-15 4.702857408135193E-14 
5.883092908099807E-15 2.1280340341596683E-14 
3.106160863473912E-15 8.070094510306427E-14 
8.651585472448741E-15 1.022764654953757E-14 
3.958625133276647E-15 4.702857408135193E-14 
5.883092908099807E-15 2.1280340341596683E-14 
8.651585472448741E-15 1.022764654953757E-14 
3.106160863473912E-15 8.070094510306427E-14 
3.958625133276647E-15 4.702857408135193E-14 
5.883092908099807E-15 2.1280340341596683E-14 
3.106160863473912E-15 8.070094510306427E-14 
8.651585472448741E-15 1.022764654953757E-14 
3.958625133276647E-15 4.702857408135193E-14 
5.883092908099807E-15 2.1280340341596683E-14 
3.106160863473912E-15 8.070094510306427E-14 
8.651585472448741E-15 1.022764654953757E-14 
3.958625133276647E-15 4.702857408135193E-14 
5.883092908099807E-15 2.1280340341596683E-14 
8.651585472448741E-15 1.022764654953757E-14 
3.106160863473912E-15 8.070094510306427E-14 
3.958625133276647E-15 4.702857408135193E-14 
5.883092908099807E-15 2.1280340341596683E-14 
8.651585472448741E-15 1.022764654953757E-14 
3.106160863473912E-15 8.070094510306427E-14 
3.958625133276647E-15 4.702857408135193E-14 
5.883092908099807E-15 2.1280340341596683E-14 
8.651585472448741E-15 1.022764654953757E-14 
3.106160863473912E-15 8.070094510306427E-14 
3.958625133276647E-15 4.702857408135193E-14 
5.883092908099807E-15 2.1280340341596683E-14 
8.651585472448741E-15 1.022764654953757E-14 
3.106160863473912E-15 8.070094510306427E-14 
3.958625133276647E-15 4.702857408135193E-14 
5.883092908099807E-15 2.1280340341596683E-14 
8.651585472448741E-15 1.022764654953757E-14 
3.106160863473912E-15 8.070094510306427E-14 
3.958625133276647E-15 4.702857408135193E-14 
5.883092908099807E-15 2.1280340341596683E-14 
8.651585472448741E-15 1.022764654953757E-14 
3.106160863473912E-15 8.070094510306427E-14 
3.958625133276647E-15 4.702857408135193E-14 
5.883092908099807E-15 2.1280340341596683E-14 
8.651585472448741E-15 1.022764654953757E-14 
3.106160863473912E-15 8.070094510306427E-14 
3.958625133276647E-15 4.702857408135193E-14 
5.883092908099807E-15 2.1280340341596683E-14 
